Age,Incidence and Survival Assumptions,Year,Sex,Annual Cost Increase (applied to initial and last phases),Total Costs,Initial Year After Diagnosis Cost,Continuing Phase Cost,Last Year of Life Cost,"Standard Deviation for all Initial, Continuing, and Last year",Initial Cost Exceeds Last Year of Life
All ages,Incidence/Survival at constant rate,2018,Both sexes,0%,4665.7,1167.8,2204.2,1293.7,565.5360318612185,False
All ages,Incidence follows recent trend/Survival constant,2018,Both sexes,0%,4285.9,994.7,2078.1,1213.1,572.9571129965428,False
All ages,Survival follows recent trend/Incidence constant,2018,Both sexes,0%,4720.2,1167.8,2238.5,1313.9,580.607276909272,False
All ages,Incidence/Survival follow recent trends,2018,Both sexes,0%,4335.5,994.7,2109.2,1231.6,587.1418936963477,False
All ages,Incidence/Survival follow recent trends,2018,Both sexes,2%,4664.5,1165.5,2109.2,1389.8,493.02071288469534,False
All ages,Incidence/Survival follow recent trends,2018,Both sexes,5%,5250.5,1469.7,2109.2,1671.6,326.9091667930608,False
All ages,Incidence/Survival at constant rate,2018,Both sexes,0%,5323.8,1417.5,1298.4,2607.9,724.1117800450425,False
All ages,Incidence follows recent trend/Survival constant,2018,Both sexes,0%,5196.9,1346.6,1285.2,2565.2,721.9367377640046,False
All ages,Survival follows recent trend/Incidence constant,2018,Both sexes,0%,5515.0,1417.5,1352.9,2744.6,785.5143177137722,False
All ages,Incidence/Survival follow recent trends,2018,Both sexes,0%,5381.7,1346.6,1337.9,2697.2,782.29284158811,False
All ages,Incidence/Survival follow recent trends,2018,Both sexes,2%,6053.1,1577.8,1337.9,3137.4,977.0793570636932,False
All ages,Incidence/Survival follow recent trends,2018,Both sexes,5%,7249.0,1989.5,1337.9,3921.5,1343.6390586761015,False
All ages,Incidence/Survival at constant rate,2018,Females,0%,19700.0,6697.5,8471.6,4530.8,1973.6566883157095,True
All ages,Incidence follows recent trend/Survival constant,2018,Females,0%,18346.9,5963.1,8081.6,4302.1,1894.3593244155134,True
All ages,Survival follows recent trend/Incidence constant,2018,Females,0%,19834.9,6697.5,8560.0,4577.4,1992.688009532183,True
All ages,Incidence/Survival follow recent trends,2018,Females,0%,18471.5,5963.1,8163.3,4345.1,1916.4835541515438,True
All ages,Incidence/Survival follow recent trends,2018,Females,2%,20220.7,6986.8,8163.3,5070.7,1560.9701160923403,True
All ages,Incidence/Survival follow recent trends,2018,Females,5%,23336.9,8810.3,8163.3,6363.4,1267.9096063994468,True
All ages,Incidence/Survival at constant rate,2018,Females,0%,1543.9,498.5,361.6,683.9,161.7570503357839,False
All ages,Incidence follows recent trend/Survival constant,2018,Females,0%,1245.4,309.8,330.1,605.5,165.17452386289276,False
All ages,Survival follows recent trend/Incidence constant,2018,Females,0%,1546.4,498.5,362.2,685.8,162.46842770212308,False
All ages,Incidence/Survival follow recent trends,2018,Females,0%,1247.2,309.8,330.6,606.8,165.79509441878346,False
All ages,Incidence/Survival follow recent trends,2018,Females,2%,1395.3,363.0,330.6,701.7,205.54101780423295,False
All ages,Incidence/Survival follow recent trends,2018,Females,5%,1659.0,457.7,330.6,870.7,282.380186982019,False
All ages,Incidence/Survival at constant rate,2018,Both sexes,0%,16630.9,6927.3,4665.8,5037.8,1212.6401293596273,True
All ages,Incidence follows recent trend/Survival constant,2018,Both sexes,0%,14101.9,5416.3,4229.0,4456.7,630.1270691958357,True
All ages,Survival follows recent trend/Incidence constant,2018,Both sexes,0%,16949.2,6927.3,4821.3,5200.7,1122.521560297767,True
All ages,Incidence/Survival follow recent trends,2018,Both sexes,0%,14369.9,5416.3,4360.3,4593.3,554.7903507932824,True
All ages,Incidence/Survival follow recent trends,2018,Both sexes,2%,15900.4,6346.0,4360.3,5194.0,997.0927890622818,True
All ages,Incidence/Survival follow recent trends,2018,Both sexes,5%,18626.8,8002.3,4360.3,6264.2,1821.6288873789122,True
All ages,Incidence/Survival at constant rate,2018,Both sexes,0%,1677.3,683.1,203.7,790.6,312.471924072121,False
All ages,Incidence follows recent trend/Survival constant,2018,Both sexes,0%,1628.9,658.1,199.7,771.0,302.56147033839807,False
All ages,Survival follows recent trend/Incidence constant,2018,Both sexes,0%,1889.1,683.1,253.6,952.4,352.4472017196334,False
All ages,Incidence/Survival follow recent trends,2018,Both sexes,0%,1835.7,658.1,248.5,929.1,342.6440135184037,False
All ages,Incidence/Survival follow recent trends,2018,Both sexes,2%,2090.5,771.1,248.5,1070.9,416.19958353334926,False
All ages,Incidence/Survival follow recent trends,2018,Both sexes,5%,2544.5,972.4,248.5,1323.6,548.2111302530561,False
All ages,Incidence/Survival at constant rate,2018,Both sexes,0%,4187.9,1241.0,1165.3,1781.7,336.16363574902033,False
All ages,Incidence follows recent trend/Survival constant,2018,Both sexes,0%,3738.0,1011.0,1089.6,1637.4,341.23299957653575,False
All ages,Survival follows recent trend/Incidence constant,2018,Both sexes,0%,4229.2,1241.0,1182.2,1806.0,344.4340478717708,False
All ages,Incidence/Survival follow recent trends,2018,Both sexes,0%,3774.5,1011.0,1104.6,1658.9,350.18658359984806,False
All ages,Incidence/Survival follow recent trends,2018,Both sexes,2%,4211.6,1184.6,1104.6,1922.4,450.84100671227037,False
All ages,Incidence/Survival follow recent trends,2018,Both sexes,5%,4990.3,1493.8,1104.6,2391.9,660.2021836781014,False
All ages,Incidence/Survival at constant rate,2018,Both sexes,0%,4839.7,1337.9,2082.5,1419.3,408.42978996803515,False
All ages,Incidence follows recent trend/Survival constant,2018,Both sexes,0%,5589.5,1713.3,2290.8,1585.5,375.78521791044426,True
All ages,Survival follows recent trend/Incidence constant,2018,Both sexes,0%,4971.8,1337.9,2161.4,1472.5,441.7489143544479,False
All ages,Incidence/Survival follow recent trends,2018,Both sexes,0%,5746.2,1713.3,2384.4,1648.5,407.4561448794214,True
All ages,Incidence/Survival follow recent trends,2018,Both sexes,2%,6251.6,2007.4,2384.4,1859.9,270.4889091996195,True
All ages,Incidence/Survival follow recent trends,2018,Both sexes,5%,7152.0,2531.3,2384.4,2236.4,147.4503419234196,True
All ages,Incidence/Survival at constant rate,2018,Both sexes,0%,6631.9,897.2,2605.7,3129.0,1167.1722509267145,False
All ages,Incidence follows recent trend/Survival constant,2018,Both sexes,0%,6382.9,841.6,2524.0,3017.4,1140.7613656384642,False
All ages,Survival follows recent trend/Incidence constant,2018,Both sexes,0%,6851.9,897.2,2706.2,3248.5,1231.2041517690448,False
All ages,Incidence/Survival follow recent trends,2018,Both sexes,0%,6591.3,841.6,2619.2,3130.5,1201.4125477953025,False
All ages,Incidence/Survival follow recent trends,2018,Both sexes,2%,7217.8,986.0,2619.2,3612.5,1326.1780536564463,False
All ages,Incidence/Survival follow recent trends,2018,Both sexes,5%,8333.9,1243.4,2619.2,4471.2,1619.743934494997,False
All ages,Incidence/Survival at constant rate,2018,Both sexes,0%,14185.5,6155.6,2161.4,5868.5,2227.8034944761175,True
All ages,Incidence follows recent trend/Survival constant,2018,Both sexes,0%,11995.0,4959.7,1962.9,5072.4,1763.6374239999934,False
All ages,Survival follows recent trend/Incidence constant,2018,Both sexes,0%,14574.0,6155.6,2278.7,6139.7,2233.7534711780527,True
All ages,Incidence/Survival follow recent trends,2018,Both sexes,0%,12312.9,4959.7,2060.0,5293.1,1778.2177997459517,False
All ages,Incidence/Survival follow recent trends,2018,Both sexes,2%,14009.9,5811.1,2060.0,6138.8,2266.2284358231263,False
All ages,Incidence/Survival follow recent trends,2018,Both sexes,5%,17033.1,7327.8,2060.0,7645.4,3137.070814204444,False
All ages,Incidence/Survival at constant rate,2018,Both sexes,0%,14626.7,3591.5,5943.1,5092.2,1190.6688498486892,False
All ages,Incidence follows recent trend/Survival constant,2018,Both sexes,0%,14415.1,3488.6,5891.4,5035.1,1217.80949385909,False
All ages,Survival follows recent trend/Incidence constant,2018,Both sexes,0%,14955.9,3591.5,6112.2,5252.2,1281.3699036578,False
All ages,Incidence/Survival follow recent trends,2018,Both sexes,0%,14738.6,3488.6,6058.0,5192.1,1307.256122571243,False
All ages,Incidence/Survival follow recent trends,2018,Both sexes,2%,16113.4,4087.4,6058.0,5968.0,1112.656035499441,False
All ages,Incidence/Survival follow recent trends,2018,Both sexes,5%,18562.5,5154.2,6058.0,7350.3,1103.7624246186315,False
All ages,Incidence/Survival at constant rate,2018,Both sexes,0%,3002.5,556.3,2051.7,394.5,913.6658980903977,True
All ages,Incidence follows recent trend/Survival constant,2018,Both sexes,0%,3467.0,756.8,2255.4,454.9,964.2566930024392,True
All ages,Survival follows recent trend/Incidence constant,2018,Both sexes,0%,3016.1,556.3,2063.1,396.7,919.4932807439832,True
All ages,Incidence/Survival follow recent trends,2018,Both sexes,0%,3483.3,756.8,2268.9,457.6,970.9767195973342,True
All ages,Incidence/Survival follow recent trends,2018,Both sexes,2%,3686.6,886.7,2268.9,531.0,918.0863920859156,True
All ages,Incidence/Survival follow recent trends,2018,Both sexes,5%,4048.7,1118.1,2268.9,661.6,828.2658771996668,True
All ages,Incidence/Survival at constant rate,2018,Females,0%,5862.6,1519.2,1900.2,2443.2,464.3608510630498,False
All ages,Incidence follows recent trend/Survival constant,2018,Females,0%,4565.4,837.2,1665.1,2063.1,625.3869761995367,False
All ages,Survival follows recent trend/Incidence constant,2018,Females,0%,6042.8,1519.2,1974.2,2549.4,516.2673855022545,False
All ages,Incidence/Survival follow recent trends,2018,Females,0%,4688.1,837.2,1716.1,2134.8,662.261360793456,False
All ages,Incidence/Survival follow recent trends,2018,Females,2%,5182.2,981.0,1716.1,2485.1,752.1136682709603,False
All ages,Incidence/Survival follow recent trends,2018,Females,5%,6062.4,1237.0,1716.1,3109.3,972.6296263223737,False
All ages,Incidence/Survival at constant rate,2018,Both sexes,0%,2720.8,1671.9,141.8,907.0,765.0500049016404,True
All ages,Incidence follows recent trend/Survival constant,2018,Both sexes,0%,2695.3,1654.6,141.1,899.6,756.7506744848882,True
All ages,Survival follows recent trend/Incidence constant,2018,Both sexes,0%,2978.6,1671.9,201.4,1105.3,741.6694029912069,True
All ages,Incidence/Survival follow recent trends,2018,Both sexes,0%,2950.8,1654.6,200.1,1096.0,733.7393974248168,True
All ages,Incidence/Survival follow recent trends,2018,Both sexes,2%,3413.0,1938.7,200.1,1274.2,877.3046810164262,True
All ages,Incidence/Survival follow recent trends,2018,Both sexes,5%,4236.3,2444.6,200.1,1591.5,1132.9573263514092,True
All ages,Incidence/Survival at constant rate,2018,Males,0%,15299.2,5698.6,8190.8,1409.9,3429.8837040537296,True
All ages,Incidence follows recent trend/Survival constant,2018,Males,0%,14503.9,5225.2,7910.3,1368.4,3288.391801980618,True
All ages,Survival follows recent trend/Incidence constant,2018,Males,0%,15364.2,5698.6,8246.3,1419.3,3449.906104519368,True
All ages,Incidence/Survival follow recent trends,2018,Males,0%,14565.9,5225.2,7963.3,1377.4,3308.495006796897,True
All ages,Incidence/Survival follow recent trends,2018,Males,2%,15512.5,6122.1,7963.3,1427.0,3370.390658365882,True
All ages,Incidence/Survival follow recent trends,2018,Males,5%,17198.7,7720.0,7963.3,1515.4,3654.4874346479833,True
All ages,Incidence/Survival at constant rate,2018,Both sexes,0%,2159.3,979.9,276.7,902.7,385.6436351521095,True
All ages,Incidence follows recent trend/Survival constant,2018,Both sexes,0%,1781.9,757.6,249.5,774.8,298.4408204876359,False
All ages,Survival follows recent trend/Incidence constant,2018,Both sexes,0%,2263.5,979.9,302.1,981.4,391.7617430701131,False
All ages,Incidence/Survival follow recent trends,2018,Both sexes,0%,1867.9,757.6,270.8,839.6,307.47132115586544,False
All ages,Incidence/Survival follow recent trends,2018,Both sexes,2%,2125.2,887.6,270.8,966.8,381.03606128554287,False
All ages,Incidence/Survival follow recent trends,2018,Both sexes,5%,2583.5,1119.3,270.8,1193.4,512.6132102602637,False
All ages,Incidence/Survival at constant rate,2018,Both sexes,0%,2945.7,1234.5,874.7,836.6,219.55715277196805,True
All ages,Incidence follows recent trend/Survival constant,2018,Both sexes,0%,2763.8,1120.0,841.2,802.6,173.18687402148387,True
All ages,Survival follows recent trend/Incidence constant,2018,Both sexes,0%,2940.1,1234.5,870.0,835.6,221.04479938087962,True
All ages,Incidence/Survival follow recent trends,2018,Both sexes,0%,2758.5,1120.0,836.8,801.8,174.48900633946351,True
All ages,Incidence/Survival follow recent trends,2018,Both sexes,2%,3068.4,1312.2,836.8,919.3,254.02815460758157,True
All ages,Incidence/Survival follow recent trends,2018,Both sexes,5%,3620.3,1654.7,836.8,1128.8,414.48667449428746,True
All ages,Incidence/Survival at constant rate,2018,Both sexes,0%,24775.5,4372.7,13734.2,6668.6,4879.063134455221,False
All ages,Incidence follows recent trend/Survival constant,2018,Both sexes,0%,25909.5,4462.2,13693.7,7753.5,4678.661204162291,False
All ages,Survival follows recent trend/Incidence constant,2018,Both sexes,0%,27765.2,4372.7,16162.2,7230.4,6150.01098616905,False
All ages,Incidence/Survival follow recent trends,2018,Both sexes,0%,28823.1,4462.2,16037.2,8323.6,5893.367174488057,False
All ages,Incidence/Survival follow recent trends,2018,Both sexes,2%,30549.9,5228.2,16037.2,9284.5,5460.265683096382,False
All ages,Incidence/Survival follow recent trends,2018,Both sexes,5%,33626.1,6592.7,16037.2,10996.1,4725.836804559944,False
All ages,Incidence/Survival at constant rate,2019,Both sexes,0%,154254.5,47469.0,59856.4,46929.2,7312.678062105567,True
All ages,Incidence follows recent trend/Survival constant,2019,Both sexes,0%,145102.0,41887.3,57930.0,45284.7,8453.935593753558,False
All ages,Survival follows recent trend/Incidence constant,2019,Both sexes,0%,160797.1,47469.0,63958.7,49369.4,9021.912220994687,False
All ages,Incidence/Survival follow recent trends,2019,Both sexes,0%,151327.7,41887.3,61821.0,47619.5,10262.334974556228,False
All ages,Incidence/Survival follow recent trends,2019,Both sexes,2%,167177.2,50059.2,61821.0,55297.1,5892.6056327683555,False
All ages,Incidence/Survival follow recent trends,2019,Both sexes,5%,196118.2,64980.9,61821.0,69316.3,3762.9816028427967,False
All ages,Incidence/Survival at constant rate,2019,Both sexes,0%,4783.0,1200.5,2255.5,1326.9,576.0931521898173,False
All ages,Incidence follows recent trend/Survival constant,2019,Both sexes,0%,4346.0,1005.1,2108.0,1233.0,582.2301692629813,False
All ages,Survival follows recent trend/Incidence constant,2019,Both sexes,0%,4847.0,1200.5,2295.8,1350.8,593.758814671412,False
All ages,Incidence/Survival follow recent trends,2019,Both sexes,0%,4403.8,1005.1,2144.2,1254.5,598.792571207537,False
All ages,Incidence/Survival follow recent trends,2019,Both sexes,2%,4782.8,1201.2,2144.2,1437.4,490.6807651960011,False
All ages,Incidence/Survival follow recent trends,2019,Both sexes,5%,5474.9,1559.2,2144.2,1771.5,296.14230250562525,False
All ages,Incidence/Survival at constant rate,2019,Both sexes,0%,5429.6,1437.5,1327.5,2664.6,742.2612769997727,False
All ages,Incidence follows recent trend/Survival constant,2019,Both sexes,0%,5288.5,1360.3,1312.1,2616.1,739.3435015832176,False
All ages,Survival follows recent trend/Incidence constant,2019,Both sexes,0%,5650.1,1437.5,1391.2,2821.5,812.7481959377086,False
All ages,Incidence/Survival follow recent trends,2019,Both sexes,0%,5501.0,1360.3,1373.5,2767.2,808.490521486389,False
All ages,Incidence/Survival follow recent trends,2019,Both sexes,2%,6279.1,1625.6,1373.5,3279.9,1035.585491400879,False
All ages,Incidence/Survival follow recent trends,2019,Both sexes,5%,7699.8,2110.2,1373.5,4216.0,1475.1794681777988,False
All ages,Incidence/Survival at constant rate,2019,Females,0%,20100.9,6773.7,8689.7,4637.5,2027.0969093755734,True
All ages,Incidence follows recent trend/Survival constant,2019,Females,0%,18633.5,5995.6,8253.4,4384.5,1943.4373011068128,True
All ages,Survival follows recent trend/Incidence constant,2019,Females,0%,20261.7,6773.7,8795.3,4692.7,2051.371667933434,True
All ages,Incidence/Survival follow recent trends,2019,Females,0%,18781.5,5995.6,8350.7,4435.3,1971.0990698930723,True
All ages,Incidence/Survival follow recent trends,2019,Females,2%,20792.8,7165.3,8350.7,5276.8,1550.2938764419262,True
All ages,Incidence/Survival follow recent trends,2019,Females,5%,24465.3,9301.1,8350.7,6813.5,1255.282024088611,True
All ages,Incidence/Survival at constant rate,2019,Females,0%,1543.0,499.0,361.3,682.7,161.24770799404666,False
All ages,Incidence follows recent trend/Survival constant,2019,Females,0%,1225.1,301.2,326.7,597.2,164.0307389891704,False
All ages,Survival follows recent trend/Incidence constant,2019,Females,0%,1545.9,499.0,362.1,684.9,162.01865118971125,False
All ages,Incidence/Survival follow recent trends,2019,Females,0%,1227.2,301.2,327.2,598.8,164.8273440098254,False
All ages,Incidence/Survival follow recent trends,2019,Females,2%,1392.2,360.0,327.2,705.0,209.297905706993,False
All ages,Incidence/Survival follow recent trends,2019,Females,5%,1693.5,467.3,327.2,899.0,298.0347127433313,False
All ages,Incidence/Survival at constant rate,2019,Both sexes,0%,17015.5,7073.8,4786.3,5155.4,1228.0845261354502,True
All ages,Incidence follows recent trend/Survival constant,2019,Both sexes,0%,14227.0,5441.0,4284.1,4501.9,614.7849569836052,True
All ages,Survival follows recent trend/Incidence constant,2019,Both sexes,0%,17385.8,7073.8,4968.4,5343.5,1123.042538523512,True
All ages,Incidence/Survival follow recent trends,2019,Both sexes,0%,14535.0,5441.0,4436.1,4657.9,527.9306867383254,True
All ages,Incidence/Survival follow recent trends,2019,Both sexes,2%,16287.5,6502.5,4436.1,5348.9,1035.535751837344,True
All ages,Incidence/Survival follow recent trends,2019,Both sexes,5%,19487.5,8440.8,4436.1,6610.6,2004.8152192492284,True
All ages,Incidence/Survival at constant rate,2019,Both sexes,0%,1720.5,696.1,210.6,813.8,319.74306872862775,False
All ages,Incidence follows recent trend/Survival constant,2019,Both sexes,0%,1666.9,669.0,206.1,791.8,308.8691038827505,False
All ages,Survival follows recent trend/Incidence constant,2019,Both sexes,0%,1964.2,696.1,268.6,999.6,367.2486668911588,False
All ages,Incidence/Survival follow recent trends,2019,Both sexes,0%,1904.4,669.0,262.7,972.7,356.23339259536016,False
All ages,Incidence/Survival follow recent trends,2019,Both sexes,2%,2203.3,799.6,262.7,1141.1,442.80741110931433,False
All ages,Incidence/Survival follow recent trends,2019,Both sexes,5%,2749.1,1037.9,262.7,1448.5,602.1695553026019,False
All ages,Incidence/Survival at constant rate,2019,Both sexes,0%,4264.5,1260.9,1188.2,1815.5,343.11604936716867,False
All ages,Incidence follows recent trend/Survival constant,2019,Both sexes,0%,3763.4,1011.4,1100.5,1651.5,346.71501746150733,False
All ages,Survival follows recent trend/Incidence constant,2019,Both sexes,0%,4313.3,1260.9,1208.2,1844.2,352.96651871435813,False
All ages,Incidence/Survival follow recent trends,2019,Both sexes,0%,3806.1,1011.4,1118.1,1676.5,357.2005645758883,False
All ages,Incidence/Survival follow recent trends,2019,Both sexes,2%,4306.0,1208.7,1118.1,1979.1,473.1182938758551,False
All ages,Incidence/Survival follow recent trends,2019,Both sexes,5%,5218.7,1569.1,1118.1,2531.5,721.9550216830224,False
All ages,Incidence/Survival at constant rate,2019,Both sexes,0%,4977.9,1364.9,2147.5,1465.5,425.7751989019558,False
All ages,Incidence follows recent trend/Survival constant,2019,Both sexes,0%,5827.5,1777.7,2391.9,1657.9,393.7744024184406,True
All ages,Survival follows recent trend/Incidence constant,2019,Both sexes,0%,5132.7,1364.9,2240.1,1527.7,465.47335047239807,False
All ages,Incidence/Survival follow recent trends,2019,Both sexes,0%,6013.3,1777.7,2503.0,1732.7,432.3284206865578,True
All ages,Incidence/Survival follow recent trends,2019,Both sexes,2%,6611.9,2124.5,2503.0,1984.4,268.2772881429461,True
All ages,Incidence/Survival follow recent trends,2019,Both sexes,5%,7704.9,2757.8,2503.0,2444.1,166.7332900173209,True
All ages,Incidence/Survival at constant rate,2019,Both sexes,0%,6789.8,910.9,2670.0,3208.9,1201.7799313240896,False
All ages,Incidence follows recent trend/Survival constant,2019,Both sexes,0%,6523.2,852.5,2581.7,3088.9,1172.5235918024564,False
All ages,Survival follows recent trend/Incidence constant,2019,Both sexes,0%,7045.7,910.9,2787.3,3347.4,1276.1348687867335,False
All ages,Incidence/Survival follow recent trends,2019,Both sexes,0%,6765.2,852.5,2692.7,3219.9,1242.9037667226428,False
All ages,Incidence/Survival follow recent trends,2019,Both sexes,2%,7494.2,1018.8,2692.7,3782.6,1392.1454461848925,False
All ages,Incidence/Survival follow recent trends,2019,Both sexes,5%,8825.5,1322.5,2692.7,4810.2,1757.1428314169568,False
All ages,Incidence/Survival at constant rate,2019,Both sexes,0%,14459.8,6269.8,2206.1,5983.9,2268.1552467442198,True
All ages,Incidence follows recent trend/Survival constant,2019,Both sexes,0%,12067.8,4980.3,1981.3,5106.2,1768.938091059153,False
All ages,Survival follows recent trend/Incidence constant,2019,Both sexes,0%,14902.7,6269.8,2340.7,6292.2,2274.9608355603254,False
All ages,Incidence/Survival follow recent trends,2019,Both sexes,0%,12425.0,4980.3,2091.3,5353.4,1785.4421030471228,False
All ages,Incidence/Survival follow recent trends,2019,Both sexes,2%,14368.3,5952.0,2091.3,6325.0,2344.0829471956263,False
All ages,Incidence/Survival follow recent trends,2019,Both sexes,5%,17916.7,7726.2,2091.3,8099.2,3366.1572903435945,False
All ages,Incidence/Survival at constant rate,2019,Both sexes,0%,14944.7,3648.1,6074.8,5221.8,1231.0573761337582,False
All ages,Incidence follows recent trend/Survival constant,2019,Both sexes,0%,14709.2,3537.1,6015.5,5156.6,1258.501491192336,False
All ages,Survival follows recent trend/Incidence constant,2019,Both sexes,0%,15330.3,3648.1,6272.7,5409.6,1337.6813908152171,False
All ages,Incidence/Survival follow recent trends,2019,Both sexes,0%,15087.7,3537.1,6210.1,5340.5,1363.413896560151,False
All ages,Incidence/Survival follow recent trends,2019,Both sexes,2%,16683.1,4227.2,6210.1,6245.8,1155.2714587201287,False
All ages,Incidence/Survival follow recent trends,2019,Both sexes,5%,19596.3,5487.2,6210.1,7899.0,1237.7228324629066,False
All ages,Incidence/Survival at constant rate,2019,Both sexes,0%,3080.9,564.2,2113.9,402.8,944.7648084752805,True
All ages,Incidence follows recent trend/Survival constant,2019,Both sexes,0%,3610.2,784.0,2354.7,471.6,1009.1876155271293,True
All ages,Survival follows recent trend/Incidence constant,2019,Both sexes,0%,3096.8,564.2,2127.3,405.4,951.616051777186,True
All ages,Incidence/Survival follow recent trends,2019,Both sexes,0%,3629.4,784.0,2370.7,474.7,1017.1938015933836,True
All ages,Incidence/Survival follow recent trends,2019,Both sexes,2%,3868.7,936.9,2370.7,561.1,954.9572625690288,True
All ages,Incidence/Survival follow recent trends,2019,Both sexes,5%,4305.6,1216.2,2370.7,718.7,847.4943952617031,True
All ages,Incidence/Survival at constant rate,2019,Females,0%,5948.6,1533.4,1928.6,2486.5,478.85889710157136,False
All ages,Incidence follows recent trend/Survival constant,2019,Females,0%,4528.9,809.9,1659.4,2059.6,638.1693061667361,False
All ages,Survival follows recent trend/Incidence constant,2019,Females,0%,6158.7,1533.4,2015.4,2609.9,539.2288475220887,False
All ages,Incidence/Survival follow recent trends,2019,Females,0%,4668.0,809.9,1717.5,2140.6,679.8913957390548,False
All ages,Incidence/Survival follow recent trends,2019,Females,2%,5225.0,967.9,1717.5,2539.6,786.128642992566,False
All ages,Incidence/Survival follow recent trends,2019,Females,5%,6242.1,1256.4,1717.5,3268.2,1053.93097022528,False
All ages,Incidence/Survival at constant rate,2019,Both sexes,0%,2777.1,1703.7,146.4,927.0,778.6508139082628,True
All ages,Incidence follows recent trend/Survival constant,2019,Both sexes,0%,2750.2,1685.5,145.6,919.1,769.9527279861624,True
All ages,Survival follows recent trend/Incidence constant,2019,Both sexes,0%,3070.4,1703.7,214.8,1151.9,752.7131879629408,True
All ages,Incidence/Survival follow recent trends,2019,Both sexes,0%,3040.7,1685.5,213.4,1141.9,744.3891925599136,True
All ages,Incidence/Survival follow recent trends,2019,Both sexes,2%,3580.2,2014.3,213.4,1352.6,910.9394729252506,True
All ages,Incidence/Survival follow recent trends,2019,Both sexes,5%,4565.4,2614.7,213.4,1737.3,1215.0681503520696,True
All ages,Incidence/Survival at constant rate,2019,Males,0%,15816.9,5857.4,8496.6,1462.9,3553.166254202018,True
All ages,Incidence follows recent trend/Survival constant,2019,Males,0%,14913.6,5335.6,8164.5,1413.5,3390.219870450883,True
All ages,Survival follows recent trend/Incidence constant,2019,Males,0%,15894.0,5857.4,8562.5,1474.2,3577.1032307347987,True
All ages,Incidence/Survival follow recent trends,2019,Males,0%,14987.0,5335.6,8227.2,1424.2,3414.215613187506,True
All ages,Incidence/Survival follow recent trends,2019,Males,2%,16085.9,6376.6,8227.2,1482.2,3485.0848081502986,True
All ages,Incidence/Survival follow recent trends,2019,Males,5%,18092.5,8277.3,8227.2,1588.0,3847.6880751086533,True
All ages,Incidence/Survival at constant rate,2019,Both sexes,0%,2209.7,1001.7,283.9,924.1,393.93625541873314,True
All ages,Incidence follows recent trend/Survival constant,2019,Both sexes,0%,1794.4,760.3,252.7,781.5,299.370628708518,False
All ages,Survival follows recent trend/Incidence constant,2019,Both sexes,0%,2328.9,1001.7,313.4,1013.8,400.92880914197224,False
All ages,Incidence/Survival follow recent trends,2019,Both sexes,0%,1891.5,760.3,277.0,854.2,309.71921154490883,False
All ages,Incidence/Survival follow recent trends,2019,Both sexes,2%,2186.7,908.6,277.0,1001.1,394.0802836986393,False
All ages,Incidence/Survival follow recent trends,2019,Both sexes,5%,2725.9,1179.4,277.0,1269.4,548.8295910389672,False
All ages,Incidence/Survival at constant rate,2019,Both sexes,0%,2998.8,1256.3,890.5,852.0,223.14060589682012,True
All ages,Incidence follows recent trend/Survival constant,2019,Both sexes,0%,2800.8,1134.0,852.8,814.0,174.6324139442618,True
All ages,Survival follows recent trend/Incidence constant,2019,Both sexes,0%,2991.7,1256.3,884.7,850.7,225.00145184716766,True
All ages,Incidence/Survival follow recent trends,2019,Both sexes,0%,2794.3,1134.0,847.4,812.9,176.27394400005164,True
All ages,Incidence/Survival follow recent trends,2019,Both sexes,2%,3151.0,1355.2,847.4,948.4,268.8085068098354,True
All ages,Incidence/Survival follow recent trends,2019,Both sexes,5%,3802.4,1759.2,847.4,1195.7,460.1130984153063,True
All ages,Incidence/Survival at constant rate,2019,Both sexes,0%,25393.2,4417.0,14078.9,6897.4,5017.945097680258,False
All ages,Incidence follows recent trend/Survival constant,2019,Both sexes,0%,26425.7,4446.8,13939.1,8039.8,4792.61843498242,False
All ages,Survival follows recent trend/Incidence constant,2019,Both sexes,0%,28877.0,4417.0,16910.3,7549.6,6500.236305191784,False
All ages,Incidence/Survival follow recent trends,2019,Both sexes,0%,29866.5,4446.8,16658.0,8761.7,6192.5132369660705,False
All ages,Incidence/Survival follow recent trends,2019,Both sexes,2%,31878.5,5314.3,16658.0,9906.1,5706.024747872492,False
All ages,Incidence/Survival follow recent trends,2019,Both sexes,5%,35552.3,6898.4,16658.0,11995.9,4881.418421251485,False
All ages,Incidence/Survival at constant rate,2020,Both sexes,0%,157767.0,48317.2,61373.3,48076.5,7608.378867406646,True
All ages,Incidence follows recent trend/Survival constant,2020,Both sexes,0%,147571.7,42272.9,59101.5,46197.4,8804.537419421873,False
All ages,Survival follows recent trend/Incidence constant,2020,Both sexes,0%,165209.8,48317.2,66099.7,50792.8,9631.952806674251,False
All ages,Incidence/Survival follow recent trends,2020,Both sexes,0%,154695.9,42272.9,63569.4,48853.7,10904.125116823143,False
All ages,Incidence/Survival follow recent trends,2020,Both sexes,2%,172765.5,51530.4,63569.4,57665.8,6019.8719133660425,False
All ages,Incidence/Survival follow recent trends,2020,Both sexes,5%,206587.1,68858.0,63569.4,74159.7,5295.151350370763,False
All ages,Incidence/Survival at constant rate,2020,Both sexes,0%,4905.9,1236.4,2308.2,1361.3,586.0851559287266,False
